timestamp,left_eye_openness,right_eye_openness,blink_detected,blink_rate,quality_score,baseline_openness,confidence,blink_duration,saccade_detected,saccade_rate,saccade_amplitude,saccade_velocity,microsaccade_detected,microsaccade_rate,fatigue_blink_rate_score,fatigue_blink_duration_score,fatigue_eye_openness_score,fatigue_yawn_score,fatigue_gaze_drift_score,fatigue_head_slouch_score,overall_fatigue_score,fatigue_level,yawn_detected
2025-08-06T14:04:47.727511,0.12790536736408328,0.14464520869452596,False,0,1.0,0.0,0.9,0.0,False,0,0.0,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:47.848319,0.12790536736408328,0.14464520869452596,False,0,1.0,0.0,0.9,0.0,False,0,0.0,0.0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:47.907957,0.1274403052587192,0.1492465590181038,False,0,0.98,0.0,0.9,0.0,True,0,0.009770056589573292,0.1159857784699245,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:47.951469,0.12326513247418107,0.14974337192930381,False,0,0.96,0.0,0.9,0.0,False,0,0.012013372511042474,0.2756003499256436,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:47.993785,0.12044710543419523,0.14967611931505687,False,0,1.0,0.0,0.9,0.0,False,0,0.0053877312812233525,0.12614382288875498,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:48.037281,0.12012788517230744,0.1499952521148481,False,0,1.0,0.0,0.9,0.0,False,0,0.002867510085525757,0.06600160801291267,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:48.082342,0.11913381673736428,0.15113114083843526,False,0,1.0,0.0,0.9,0.0,False,0,0.0023254247336996514,0.05194158165852083,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:48.167324,0.11799797917641404,0.15170667179419028,False,0,1.0,0.0,0.9,0.0,False,0,0.0010464788553846414,0.012284496079079828,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:48.210332,0.11814105102904462,0.1522358079858961,False,0,1.0,0.0,0.9,0.0,False,0,0.00027903606516443334,0.006481702245538665,True,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:48.260301,0.11806693110189029,0.1541104231203556,False,0,1.0,0.0,0.9,0.0,False,0,0.0005354203587971331,0.011317705695271515,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,False
2025-08-06T14:04:48.302150,0.1174304122763287,0.1560842013193547,False,0,1.0,0.0,0.9,0.0,False,0,0.000506608417361693,0.011413415003109035,False,0,0.0,0.0,0.0,0.0,0.0655391855904537,0.0057088663908671875,0.007124805198132089,Normal,False
2025-08-06T14:04:48.443878,0.11714929907748048,0.15752374722311988,False,0,1.0,0.0,0.9,0.0,False,0,0.000783358592409915,0.009039781210238334,False,0,0.0,0.0,0.0,0.0,0.05532154722891583,0.002952514369609214,0.005827406159852505,Normal,False
2025-08-06T14:04:48.518432,0.11476331817334563,0.13468847497163294,False,0,1.0,0.0,0.9,0.0,True,196.54895853550244,0.011169549142278216,0.08632530610203132,False,0,0.0,0.0,0.0,0.0,0.05507191841451639,0.001211862886572045,0.005628378130108844,Normal,False
2025-08-06T14:04:48.560907,0.10886329997747946,0.12218339217899829,False,0,1.0,0.0,0.9,0.0,False,183.7895410268507,0.011056690669767366,0.26085093092161243,False,0,0.0,0.0,0.0,0.0,0.06903711405548352,0.0009597308063611451,0.006999684486184466,Normal,False
2025-08-06T14:04:48.604601,0.10749709918331184,0.12148324783709781,False,0,1.0,0.0,0.9,0.0,False,172.24501864415132,0.010419523732477834,0.23810059586496488,False,0,0.0,0.0,0.0,0.0,0.08676682783799575,0.005283020156864464,0.009204984799486022,Normal,False
2025-08-06T14:04:48.646725,0.10715101405755825,0.12057838227823314,False,0,0.98,0.0,0.9,0.0,False,162.33946964822226,0.012320846238064542,0.28983384553953484,False,0,0.0,0.0,0.0,0.0,0.11135503063706113,0.013232630984724129,0.012458766162178527,Normal,False
2025-08-06T14:04:48.690889,0.10673682299107287,0.1226710920393577,False,0,0.96,0.0,0.9,0.0,False,153.25008023062574,0.010234185065167779,0.2334278640910837,False,0,0.0,0.0,0.0,0.0,0.14186673568301858,0.025411655485385744,0.016727839116840434,Normal,False
2025-08-06T14:04:48.735058,0.1062301176011945,0.12328403046080699,False,0,0.94,0.0,0.9,0.0,False,145.0459705456524,0.00997858704772455,0.22528624255089016,False,0,0.0,0.0,0.0,0.0,0.17878710947994866,0.038665800326254135,0.02174529098062028,Normal,False
2025-08-06T14:04:48.777120,0.1037604145240256,0.12088201978109281,False,0,0.9199999999999999,0.0,0.9,0.0,False,138.04704252192414,0.009907762510880127,0.2362192786032137,False,0,0.0,0.0,0.0,0.0,0.22237562647185205,0.05373429206501698,0.027610991853686907,Normal,False
2025-08-06T14:04:48.821113,0.10298328178163907,0.12000502260107054,False,0,0.8999999999999999,0.11529346446406744,0.9,0.0,True,197.05512012021026,0.012202117957903946,0.276136376513067,False,0,0.0,0.0,0.0,0.0,0.27420291377399086,0.07014362071152204,0.03443465344855129,Normal,False
2025-08-06T14:04:48.935319,0.09991395949572185,0.11796006561002022,False,0,0.8799999999999999,0.1152666449424141,0.9,0.0,False,180.15097395740992,0.009054062799778695,0.10562596464632233,False,0,0.0,0.0,0.0,0.0,0.33011701186335,0.08705832144250378,0.04171753333058538,Normal,False
2025-08-06T14:04:48.993283,0.10097850510283274,0.12513363416210205,False,0,0.8599999999999999,0.11523930731879095,0.9,0.0,False,165.78280320219656,0.015599809516247521,0.1801446641150713,False,0,0.0,0.0,0.0,0.0,0.3953725849589723,0.10340033248049528,0.04987729174394676,Normal,False
2025-08-06T14:04:49.037029,0.09811979521192016,0.12529021739662388,False,0,0.8399999999999999,0.11520826414851196,0.9,0.0,False,159.40549682339602,0.014336187347753578,0.3300599842871458,False,0,0.0,0.0,0.0,0.0,0.46438457133441674,0.12077225963904922,0.0585156830973466,Normal,False
2025-08-06T14:04:49.080274,0.09788133872780604,0.12835767461365552,False,0,0.8899999999999999,0.11516923223988505,0.9,0.0,False,153.587563507024,0.006896012365506889,0.16121627017682866,False,0,0.0,0.0,0.0,0.0,0.5297906250109999,0.13441055309872924,0.06642011781097291,Normal,False
2025-08-06T14:04:49.123221,0.09660036836185601,0.12343468716153214,False,0,0.94,0.11511026028970868,0.9,0.0,True,197.46702010523515,0.005300556762950102,0.12207349198098333,False,0,0.0,0.0,0.0,0.0,0.5902690950180474,0.15084675482262289,0.07411158498406703,Normal,False
2025-08-06T14:04:49.167136,0.0952155849246467,0.12320540314819216,False,0,0.99,0.1150293523961889,0.9,0.0,False,190.54895268706682,0.006323390625417566,0.14329984868194312,False,0,0.0,0.0,0.0,0.0,0.6372488158534857,0.16834789464074254,0.08055967104942283,Normal,False
2025-08-06T14:04:49.253300,0.0929769741809314,0.12135587597907306,False,0,1.0,0.11493322573953335,0.9,0.0,False,178.35433909885992,0.00671552704804552,0.07798226995164831,False,0,0.0,0.0,0.0,0.0,0.6335245866025853,0.1880140717491687,0.0821538658351754,Normal,False
2025-08-06T14:04:49.297129,0.09079604891559864,0.12739829021256932,False,0,0.98,0.11483968511937136,0.9,0.0,False,172.91915632781624,0.012130429490178405,0.28674400309054104,False,0,0.0,0.0,0.0,0.0,0.6307499612861018,0.20938967230677172,0.08401396335928736,Normal,False
2025-08-06T14:04:49.339974,0.08789144417892975,0.12183020922644762,False,0,1.0,0.11472845877062891,0.9,0.0,False,167.58527448806672,0.004344813901510639,0.09837284048152313,False,0,0.0,0.0,0.0,0.3333333333333333,0.6263026373600133,0.2245096446368831,0.13508122819968965,Normal,True
2025-08-06T14:04:49.416327,0.08576110996383579,0.12218224863285268,False,0,1.0,0.11459885352700111,0.9,0.0,False,162.12209684360255,0.003292976437306134,0.06823815737209489,False,0,0.0,0.0,0.0,0.3333333333333333,0.6215390028281074,0.23761703109059962,0.1359156033918707,Normal,False
2025-08-06T14:04:49.469660,0.08441909481759517,0.12432794058948164,False,0,1.0,0.11445416116586465,0.9,0.0,True,192.08139191060422,0.002168258286534789,0.02661255316095412,False,0,0.0,0.0,0.0,0.3333333333333333,0.6156582170953614,0.24332325920562126,0.13589814763009828,Normal,False
2025-08-06T14:04:49.512597,0.08532320708632331,0.12355177793159008,False,0,1.0,0.11430932352883291,0.9,0.0,False,186.9163854161715,0.0018549026203072256,0.042977630050905,False,0,0.0,0.0,0.0,0.3333333333333333,0.6115954606851661,0.2476102569717756,0.13592057176569416,Normal,False
2025-08-06T14:04:49.555781,0.08959494817674646,0.1344757494809638,False,0,1.0,0.11417489058534651,0.9,0.0,False,182.03122400543248,0.0017422307068645484,0.040447263030812676,False,0,0.0,0.0,0.0,0.3333333333333333,0.608951157502842,0.24703562867287596,0.1355986786175718,Normal,False
2025-08-06T14:04:49.599468,0.09313483284404651,0.14093596202686387,False,0,1.0,0.1140503421007282,0.9,0.0,False,177.32288901775567,0.00193882026437267,0.0443139115255347,False,0,0.0,0.0,0.0,0.3333333333333333,0.606291883145692,0.23872911658425666,0.13450209997299487,Normal,False
2025-08-06T14:04:49.642311,0.0956636008362172,0.14621282906392932,False,0,1.0,0.11393637873615123,0.9,0.0,False,172.94615554624593,0.0019137232277771376,0.044693294890524066,False,0,0.0,0.0,0.0,0.3333333333333333,0.6037601925197625,0.228279273785993,0.13320394663057555,Normal,False
2025-08-06T14:04:49.686087,0.09860975799367747,0.14382384959145023,False,0,1.0,0.11383306867767184,0.9,0.0,False,168.68157861751993,0.009540537972854249,0.21751681867777625,False,0,0.0,0.0,0.0,0.3333333333333333,0.6020222508442987,0.21981371827491616,0.1321835969119215,Normal,False
